timestamp,strategy,mode,pair,timerange,wallet,n_trades,win_rate_pct,roi_pct,max_dd_pct,sharpe,sortino,profit_factor,calmar,total_pnl,run_dir,notes
20260602_230428,BtcRegimeShieldStrategy,ADV_SIDE2025,BTC/USDT,20250101-20260101,10000.0,3,0.0,-43.109,43.109,-0.223,-0.223,0.0,-5.234,-4310.87702951,20260602_230428__BtcRegimeShieldStrategy__ADV_SIDE2025__BTC_USDT,Idea C backfill — SOL_Shield
20260602_230432,BtcRegimeShieldStrategy,ADV_BEAR26Q12,BTC/USDT,20260101-20260601,10000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20260602_230432__BtcRegimeShieldStrategy__ADV_BEAR26Q12__BTC_USDT,Idea C backfill — SOL_Shield
20260602_231947,BtcAiShieldV2Strategy,SOL_AIShV2_5Y,BTC/USDT,20210101-20260601,10000.0,19,63.16,1367.193,37.045,0.044,0.071,1.968,37.13,136719.31602890996,20260602_231947__BtcAiShieldV2Strategy__SOL_AIShV2_5Y__BTC_USDT,SOL AI Shield V2 — full 5y
20260602_232046,BtcTripleRegimeStrategy,SOL_Triple_2021,BTC/USDT,20210101-20220101,10000.0,5,40.0,49.466,15.574,0.117,0.605,2.586,21.07,4946.641081780001,20260602_232046__BtcTripleRegimeStrategy__SOL_Triple_2021__BTC_USDT,SOL Triple per-year
20260602_232050,BtcTripleRegimeStrategy,SOL_Triple_2022,BTC/USDT,20220101-20230101,10000.0,1,0.0,-12.694,12.694,-100.0,-100.0,0.0,-5.234,-1269.4325472,20260602_232050__BtcTripleRegimeStrategy__SOL_Triple_2022__BTC_USDT,SOL Triple per-year
20260602_232054,BtcTripleRegimeStrategy,SOL_Triple_2023,BTC/USDT,20230101-20240101,10000.0,3,33.33,2.251,11.313,0.013,0.079,1.199,1.042,225.12565772,20260602_232054__BtcTripleRegimeStrategy__SOL_Triple_2023__BTC_USDT,SOL Triple per-year
20260602_232057,BtcTripleRegimeStrategy,SOL_Triple_2024,BTC/USDT,20240101-20250101,10000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20260602_232057__BtcTripleRegimeStrategy__SOL_Triple_2024__BTC_USDT,SOL Triple per-year
20260602_232101,BtcTripleRegimeStrategy,SOL_Triple_2025,BTC/USDT,20250101-20260101,10000.0,3,33.33,-10.385,10.385,-0.104,-1.187,0.272,-5.234,-1038.53385257,20260602_232101__BtcTripleRegimeStrategy__SOL_Triple_2025__BTC_USDT,SOL Triple per-year
20260602_232105,BtcTripleRegimeStrategy,SOL_Triple_2026,BTC/USDT,20260101-20260601,10000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20260602_232105__BtcTripleRegimeStrategy__SOL_Triple_2026__BTC_USDT,SOL Triple per-year
20260602_232418,BtcSentimentShieldStrategy,SENT_2021,BTC/USDT,20210101-20220101,10000.0,8,87.5,118.311,8.001,0.479,-100.0,13.628,77.401,11831.11378014,20260602_232418__BtcSentimentShieldStrategy__SENT_2021__BTC_USDT,Sentiment Shield
20260602_232421,BtcSentimentShieldStrategy,SENT_2022,BTC/USDT,20220101-20230101,10000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20260602_232421__BtcSentimentShieldStrategy__SENT_2022__BTC_USDT,Sentiment Shield
20260602_232426,BtcSentimentShieldStrategy,SENT_2023,BTC/USDT,20230101-20240101,10000.0,6,100.0,52.658,0.0,0.642,-100.0,0.0,-100.0,5265.77951095,20260602_232426__BtcSentimentShieldStrategy__SENT_2023__BTC_USDT,Sentiment Shield
20260602_232430,BtcSentimentShieldStrategy,SENT_2024,BTC/USDT,20240101-20250101,10000.0,7,42.86,36.639,18.702,0.113,0.251,2.157,10.226,3663.89721604,20260602_232430__BtcSentimentShieldStrategy__SENT_2024__BTC_USDT,Sentiment Shield
20260602_232434,BtcSentimentShieldStrategy,SENT_2025,BTC/USDT,20250101-20260101,10000.0,2,50.0,11.907,4.409,0.056,-100.0,3.307,14.135,1190.6860567499998,20260602_232434__BtcSentimentShieldStrategy__SENT_2025__BTC_USDT,Sentiment Shield
20260602_232438,BtcSentimentShieldStrategy,SENT_2026,BTC/USDT,20260101-20260601,10000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20260602_232438__BtcSentimentShieldStrategy__SENT_2026__BTC_USDT,Sentiment Shield
20260602_233512,SolVolShieldStrategy,SOL_VOL_2021,BTC/USDT,20210101-20220101,10000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20260602_233512__SolVolShieldStrategy__SOL_VOL_2021__BTC_USDT,SOL VolShield
20260602_233516,SolVolShieldStrategy,SOL_VOL_2022,BTC/USDT,20220101-20230101,10000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20260602_233516__SolVolShieldStrategy__SOL_VOL_2022__BTC_USDT,SOL VolShield
20260602_233519,SolVolShieldStrategy,SOL_VOL_2023,BTC/USDT,20230101-20240101,10000.0,1,0.0,-7.179,7.179,-100.0,-100.0,0.0,-5.234,-717.9390876,20260602_233519__SolVolShieldStrategy__SOL_VOL_2023__BTC_USDT,SOL VolShield
20260602_233523,SolVolShieldStrategy,SOL_VOL_2024,BTC/USDT,20240101-20250101,10000.0,1,100.0,1.644,0.0,-100.0,-100.0,0.0,-100.0,164.3969868,20260602_233523__SolVolShieldStrategy__SOL_VOL_2024__BTC_USDT,SOL VolShield
20260602_233526,SolVolShieldStrategy,SOL_VOL_2025,BTC/USDT,20250101-20260101,10000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20260602_233526__SolVolShieldStrategy__SOL_VOL_2025__BTC_USDT,SOL VolShield
20260602_233530,SolVolShieldStrategy,SOL_VOL_2026,BTC/USDT,20260101-20260601,10000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20260602_233530__SolVolShieldStrategy__SOL_VOL_2026__BTC_USDT,SOL VolShield
20260602_233605,SolVolShieldStrategy,SOL_VOL2_2021,BTC/USDT,20210101-20220101,10000.0,4,75.0,250.71,9.371,0.201,-100.0,7.914,177.481,25071.03014462,20260602_233605__SolVolShieldStrategy__SOL_VOL2_2021__BTC_USDT,SOL VolShield v2
20260602_233609,SolVolShieldStrategy,SOL_VOL2_2022,BTC/USDT,20220101-20230101,10000.0,1,0.0,-14.916,14.916,-100.0,-100.0,0.0,-5.234,-1491.59410688,20260602_233609__SolVolShieldStrategy__SOL_VOL2_2022__BTC_USDT,SOL VolShield v2
20260602_233613,SolVolShieldStrategy,SOL_VOL2_2023,BTC/USDT,20230101-20240101,10000.0,3,100.0,131.821,0.0,0.224,-100.0,0.0,-100.0,13182.13704059,20260602_233613__SolVolShieldStrategy__SOL_VOL2_2023__BTC_USDT,SOL VolShield v2
20260602_233616,SolVolShieldStrategy,SOL_VOL2_2024,BTC/USDT,20240101-20250101,10000.0,1,100.0,8.555,0.0,-100.0,-100.0,0.0,-100.0,855.54227337,20260602_233616__SolVolShieldStrategy__SOL_VOL2_2024__BTC_USDT,SOL VolShield v2
20260602_233620,SolVolShieldStrategy,SOL_VOL2_2025,BTC/USDT,20250101-20260101,10000.0,3,33.33,-15.845,15.845,-0.104,-0.152,0.205,-5.234,-1584.54468094,20260602_233620__SolVolShieldStrategy__SOL_VOL2_2025__BTC_USDT,SOL VolShield v2
20260602_233624,SolVolShieldStrategy,SOL_VOL2_2026,BTC/USDT,20260101-20260601,10000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20260602_233624__SolVolShieldStrategy__SOL_VOL2_2026__BTC_USDT,SOL VolShield v2
20260602_233723,SolVolShieldStrategy,SOL_VOL3_2021,BTC/USDT,20210101-20220101,10000.0,3,100.0,251.728,0.0,0.238,-100.0,0.0,-100.0,25172.77097756,20260602_233723__SolVolShieldStrategy__SOL_VOL3_2021__BTC_USDT,SOL VolShield v3 chop-aware
20260602_233727,SolVolShieldStrategy,SOL_VOL3_2022,BTC/USDT,20220101-20230101,10000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20260602_233727__SolVolShieldStrategy__SOL_VOL3_2022__BTC_USDT,SOL VolShield v3 chop-aware
20260602_233731,SolVolShieldStrategy,SOL_VOL3_2023,BTC/USDT,20230101-20240101,10000.0,3,66.67,141.568,3.498,0.19,-100.0,41.468,211.821,14156.79706722,20260602_233731__SolVolShieldStrategy__SOL_VOL3_2023__BTC_USDT,SOL VolShield v3 chop-aware
20260602_233735,SolVolShieldStrategy,SOL_VOL3_2024,BTC/USDT,20240101-20250101,10000.0,2,0.0,-14.366,14.366,-0.108,-0.108,0.0,-5.22,-1436.60813501,20260602_233735__SolVolShieldStrategy__SOL_VOL3_2024__BTC_USDT,SOL VolShield v3 chop-aware
20260602_233738,SolVolShieldStrategy,SOL_VOL3_2025,BTC/USDT,20250101-20260101,10000.0,1,0.0,-12.81,12.81,-100.0,-100.0,0.0,-5.234,-1280.97847192,20260602_233738__SolVolShieldStrategy__SOL_VOL3_2025__BTC_USDT,SOL VolShield v3 chop-aware
20260602_233742,SolVolShieldStrategy,SOL_VOL3_2026,BTC/USDT,20260101-20260601,10000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20260602_233742__SolVolShieldStrategy__SOL_VOL3_2026__BTC_USDT,SOL VolShield v3 chop-aware
20260602_234002,BtcRegimeShieldStrategy,BNB_2021,BTC/USDT,20210101-20220101,10000.0,3,33.33,339.759,31.139,0.059,14.075,2.709,57.111,33975.901627939995,20260602_234002__BtcRegimeShieldStrategy__BNB_2021__BTC_USDT,BNB backfill
20260602_234006,BtcRegimeShieldStrategy,BNB_2022,BTC/USDT,20220101-20230101,10000.0,2,0.0,-20.323,20.323,-0.752,-0.752,0.0,-5.234,-2032.2591283,20260602_234006__BtcRegimeShieldStrategy__BNB_2022__BTC_USDT,BNB backfill
20260602_234010,BtcRegimeShieldStrategy,BNB_2023,BTC/USDT,20230101-20240101,10000.0,2,50.0,6.639,12.94,0.021,-100.0,1.513,2.686,663.9337633,20260602_234010__BtcRegimeShieldStrategy__BNB_2023__BTC_USDT,BNB backfill
20260602_234013,BtcRegimeShieldStrategy,BNB_2024,BTC/USDT,20240101-20250101,10000.0,1,100.0,105.14,0.0,-100.0,-100.0,0.0,-100.0,10513.9930146,20260602_234013__BtcRegimeShieldStrategy__BNB_2024__BTC_USDT,BNB backfill
20260602_234017,BtcRegimeShieldStrategy,BNB_2025,BTC/USDT,20250101-20260101,10000.0,1,100.0,23.426,0.0,-100.0,-100.0,0.0,-100.0,2342.56399125,20260602_234017__BtcRegimeShieldStrategy__BNB_2025__BTC_USDT,BNB backfill
20260602_234021,BtcRegimeShieldStrategy,BNB_2026,BTC/USDT,20260101-20260601,10000.0,1,0.0,-16.257,16.257,-100.0,-100.0,0.0,-12.652,-1625.66464073,20260602_234021__BtcRegimeShieldStrategy__BNB_2026__BTC_USDT,BNB backfill
20260602_234036,BtcRegimeShieldStrategy,DOGE_2021,BTC/USDT,20210101-20220101,10000.0,5,40.0,1679.178,75.116,0.025,0.044,1.313,117.009,167917.78105204998,20260602_234036__BtcRegimeShieldStrategy__DOGE_2021__BTC_USDT,DOGE backfill
20260602_234039,BtcRegimeShieldStrategy,DOGE_2022,BTC/USDT,20220101-20230101,10000.0,1,0.0,-31.977,31.977,-100.0,-100.0,0.0,-5.234,-3197.670564,20260602_234039__BtcRegimeShieldStrategy__DOGE_2022__BTC_USDT,DOGE backfill
20260602_234044,BtcRegimeShieldStrategy,DOGE_2023,BTC/USDT,20230101-20240101,10000.0,4,25.0,-17.241,33.373,-0.076,-0.435,0.483,-2.704,-1724.06016613,20260602_234044__BtcRegimeShieldStrategy__DOGE_2023__BTC_USDT,DOGE backfill
20260602_234047,BtcRegimeShieldStrategy,DOGE_2024,BTC/USDT,20240101-20250101,10000.0,3,66.67,98.126,23.24,0.097,-100.0,4.3,22.04,9812.5539877,20260602_234047__BtcRegimeShieldStrategy__DOGE_2024__BTC_USDT,DOGE backfill
20260602_234051,BtcRegimeShieldStrategy,DOGE_2025,BTC/USDT,20250101-20260101,10000.0,2,0.0,-18.885,18.885,-0.175,-0.175,0.0,-5.234,-1888.51894725,20260602_234051__BtcRegimeShieldStrategy__DOGE_2025__BTC_USDT,DOGE backfill
20260602_234055,BtcRegimeShieldStrategy,DOGE_2026,BTC/USDT,20260101-20260601,10000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20260602_234055__BtcRegimeShieldStrategy__DOGE_2026__BTC_USDT,DOGE backfill
20260602_234109,BtcMetaAdaptiveStrategy,ADA_2021,BTC/USDT,20210101-20220101,10000.0,4,100.0,169.603,0.0,0.316,-100.0,0.0,-100.0,16960.26958035,20260602_234109__BtcMetaAdaptiveStrategy__ADA_2021__BTC_USDT,ADA backfill
20260602_234113,BtcMetaAdaptiveStrategy,ADA_2022,BTC/USDT,20220101-20230101,10000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20260602_234113__BtcMetaAdaptiveStrategy__ADA_2022__BTC_USDT,ADA backfill
20260602_234117,BtcMetaAdaptiveStrategy,ADA_2023,BTC/USDT,20230101-20240101,10000.0,3,33.33,47.686,14.215,0.077,1.932,4.355,17.558,4768.58726278,20260602_234117__BtcMetaAdaptiveStrategy__ADA_2023__BTC_USDT,ADA backfill
20260602_234121,BtcMetaAdaptiveStrategy,ADA_2024,BTC/USDT,20240101-20250101,10000.0,2,50.0,67.96,2.079,0.098,-100.0,33.689,170.634,6795.96581705,20260602_234121__BtcMetaAdaptiveStrategy__ADA_2024__BTC_USDT,ADA backfill
20260602_234125,BtcMetaAdaptiveStrategy,ADA_2025,BTC/USDT,20250101-20260101,10000.0,4,0.0,-21.788,21.788,-0.938,-0.938,0.0,-5.234,-2178.8388111000004,20260602_234125__BtcMetaAdaptiveStrategy__ADA_2025__BTC_USDT,ADA backfill
20260602_234129,BtcMetaAdaptiveStrategy,ADA_2026,BTC/USDT,20260101-20260601,10000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20260602_234129__BtcMetaAdaptiveStrategy__ADA_2026__BTC_USDT,ADA backfill
20260602_234627,BtcTripleRegimeStrategy,BNB_Tri_2021,BTC/USDT,20210101-20220101,10000.0,4,75.0,93.142,6.987,0.141,-100.0,8.501,69.773,9314.20065993,20260602_234627__BtcTripleRegimeStrategy__BNB_Tri_2021__BTC_USDT,BNB Triple defensive
20260602_234631,BtcTripleRegimeStrategy,BNB_Tri_2022,BTC/USDT,20220101-20230101,10000.0,1,100.0,1.351,0.0,-100.0,-100.0,0.0,-100.0,135.09825,20260602_234631__BtcTripleRegimeStrategy__BNB_Tri_2022__BTC_USDT,BNB Triple defensive
20260602_234635,BtcTripleRegimeStrategy,BNB_Tri_2023,BTC/USDT,20230101-20240101,10000.0,2,50.0,-3.442,3.546,-0.098,-100.0,0.03,-5.08,-344.1825866,20260602_234635__BtcTripleRegimeStrategy__BNB_Tri_2023__BTC_USDT,BNB Triple defensive
20260602_234638,BtcTripleRegimeStrategy,BNB_Tri_2024,BTC/USDT,20240101-20250101,10000.0,4,75.0,14.158,2.264,0.111,-100.0,6.423,32.643,1415.8411457,20260602_234638__BtcTripleRegimeStrategy__BNB_Tri_2024__BTC_USDT,BNB Triple defensive
20260602_234642,BtcTripleRegimeStrategy,BNB_Tri_2025,BTC/USDT,20250101-20260101,10000.0,3,66.67,11.523,1.933,0.096,-100.0,6.96,31.198,1152.27178516,20260602_234642__BtcTripleRegimeStrategy__BNB_Tri_2025__BTC_USDT,BNB Triple defensive
20260602_234646,BtcTripleRegimeStrategy,BNB_Tri_2026,BTC/USDT,20260101-20260601,10000.0,1,0.0,-5.811,5.811,-100.0,-100.0,0.0,-12.652,-581.0781662,20260602_234646__BtcTripleRegimeStrategy__BNB_Tri_2026__BTC_USDT,BNB Triple defensive
20260602_234650,BtcTripleRegimeStrategy,ADA_Tri_2021,BTC/USDT,20210101-20220101,10000.0,2,50.0,36.063,2.599,0.091,-100.0,14.878,72.64,3606.26392748,20260602_234650__BtcTripleRegimeStrategy__ADA_Tri_2021__BTC_USDT,ADA Triple defensive
20260602_234653,BtcTripleRegimeStrategy,ADA_Tri_2022,BTC/USDT,20220101-20230101,10000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20260602_234653__BtcTripleRegimeStrategy__ADA_Tri_2022__BTC_USDT,ADA Triple defensive
20260602_234657,BtcTripleRegimeStrategy,ADA_Tri_2023,BTC/USDT,20230101-20240101,10000.0,2,50.0,33.732,1.245,0.097,-100.0,28.103,141.863,3373.1913589100004,20260602_234657__BtcTripleRegimeStrategy__ADA_Tri_2023__BTC_USDT,ADA Triple defensive
20260602_234701,BtcTripleRegimeStrategy,ADA_Tri_2024,BTC/USDT,20240101-20250101,10000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20260602_234701__BtcTripleRegimeStrategy__ADA_Tri_2024__BTC_USDT,ADA Triple defensive
20260602_234705,BtcTripleRegimeStrategy,ADA_Tri_2025,BTC/USDT,20250101-20260101,10000.0,2,50.0,7.656,1.96,0.069,-100.0,4.905,20.441,765.63128048,20260602_234705__BtcTripleRegimeStrategy__ADA_Tri_2025__BTC_USDT,ADA Triple defensive
20260602_234709,BtcTripleRegimeStrategy,ADA_Tri_2026,BTC/USDT,20260101-20260601,10000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20260602_234709__BtcTripleRegimeStrategy__ADA_Tri_2026__BTC_USDT,ADA Triple defensive
20260603_091304,BtcCalendarShieldStrategy,ETH_CAL_2021,BTC/USDT,20210101-20220101,10000.0,11,81.82,295.936,7.959,0.524,6.002,8.484,194.621,29593.59103823,20260603_091304__BtcCalendarShieldStrategy__ETH_CAL_2021__BTC_USDT,ETH Calendar Shield
20260603_091308,BtcCalendarShieldStrategy,ETH_CAL_2022,BTC/USDT,20220101-20230101,10000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20260603_091308__BtcCalendarShieldStrategy__ETH_CAL_2022__BTC_USDT,ETH Calendar Shield
20260603_091312,BtcCalendarShieldStrategy,ETH_CAL_2023,BTC/USDT,20230101-20240101,10000.0,4,100.0,29.578,0.0,0.547,-100.0,0.0,-100.0,2957.82131449,20260603_091312__BtcCalendarShieldStrategy__ETH_CAL_2023__BTC_USDT,ETH Calendar Shield
20260603_091316,BtcCalendarShieldStrategy,ETH_CAL_2024,BTC/USDT,20240101-20250101,10000.0,4,75.0,23.629,13.613,0.069,-100.0,2.213,9.061,2362.9206216,20260603_091316__BtcCalendarShieldStrategy__ETH_CAL_2024__BTC_USDT,ETH Calendar Shield
20260603_091320,BtcCalendarShieldStrategy,ETH_CAL_2025,BTC/USDT,20250101-20260101,10000.0,1,100.0,43.289,0.0,-100.0,-100.0,0.0,-100.0,4328.9396399,20260603_091320__BtcCalendarShieldStrategy__ETH_CAL_2025__BTC_USDT,ETH Calendar Shield
20260603_091323,BtcCalendarShieldStrategy,ETH_CAL_2026,BTC/USDT,20260101-20260601,10000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20260603_091323__BtcCalendarShieldStrategy__ETH_CAL_2026__BTC_USDT,ETH Calendar Shield
20260603_171703,BtcCalendarShieldStrategy,BNB_CAL_2021,BTC/USDT,20210101-20220101,10000.0,10,70.0,232.253,41.48,0.113,0.207,1.957,29.308,23225.34550089,20260603_171703__BtcCalendarShieldStrategy__BNB_CAL_2021__BTC_USDT,BNB Calendar Shield
20260603_171706,BtcCalendarShieldStrategy,BNB_CAL_2022,BTC/USDT,20220101-20230101,10000.0,2,0.0,-1.537,1.537,-0.116,-0.116,0.0,-5.234,-153.6949354,20260603_171706__BtcCalendarShieldStrategy__BNB_CAL_2022__BTC_USDT,BNB Calendar Shield
20260603_171710,BtcCalendarShieldStrategy,BNB_CAL_2023,BTC/USDT,20230101-20240101,10000.0,4,75.0,5.163,10.735,0.031,-100.0,1.478,2.517,516.2909003,20260603_171710__BtcCalendarShieldStrategy__BNB_CAL_2023__BTC_USDT,BNB Calendar Shield
20260603_171714,BtcCalendarShieldStrategy,BNB_CAL_2024,BTC/USDT,20240101-20250101,10000.0,5,80.0,72.754,3.273,0.27,-100.0,13.448,116.048,7275.43320278,20260603_171714__BtcCalendarShieldStrategy__BNB_CAL_2024__BTC_USDT,BNB Calendar Shield
20260603_171717,BtcCalendarShieldStrategy,BNB_CAL_2025,BTC/USDT,20250101-20260101,10000.0,2,50.0,34.921,11.793,0.051,-100.0,2.936,15.5,3492.068529990001,20260603_171717__BtcCalendarShieldStrategy__BNB_CAL_2025__BTC_USDT,BNB Calendar Shield
20260603_171721,BtcCalendarShieldStrategy,BNB_CAL_2026,BTC/USDT,20260101-20260601,10000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20260603_171721__BtcCalendarShieldStrategy__BNB_CAL_2026__BTC_USDT,BNB Calendar Shield
20260603_171724,SolVolShieldStrategy,AVAX_VOL_2021,BTC/USDT,20210101-20220101,10000.0,1,0.0,-10.318,10.318,-100.0,-100.0,0.0,-7.766,-1031.78920195,20260603_171724__SolVolShieldStrategy__AVAX_VOL_2021__BTC_USDT,AVAX VolShield ported
20260603_171728,SolVolShieldStrategy,AVAX_VOL_2022,BTC/USDT,20220101-20230101,10000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20260603_171728__SolVolShieldStrategy__AVAX_VOL_2022__BTC_USDT,AVAX VolShield ported
20260603_171732,SolVolShieldStrategy,AVAX_VOL_2023,BTC/USDT,20230101-20240101,10000.0,2,50.0,48.081,10.104,0.074,-100.0,5.758,24.907,4808.1302377,20260603_171732__SolVolShieldStrategy__AVAX_VOL_2023__BTC_USDT,AVAX VolShield ported
20260603_171735,SolVolShieldStrategy,AVAX_VOL_2024,BTC/USDT,20240101-20250101,10000.0,2,50.0,-13.804,14.974,-0.089,-100.0,0.078,-4.812,-1380.3913552,20260603_171735__SolVolShieldStrategy__AVAX_VOL_2024__BTC_USDT,AVAX VolShield ported
20260603_171739,SolVolShieldStrategy,AVAX_VOL_2025,BTC/USDT,20250101-20260101,10000.0,1,0.0,-4.865,4.865,-100.0,-100.0,0.0,-5.234,-486.5210184,20260603_171739__SolVolShieldStrategy__AVAX_VOL_2025__BTC_USDT,AVAX VolShield ported
20260603_171742,SolVolShieldStrategy,AVAX_VOL_2026,BTC/USDT,20260101-20260601,10000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20260603_171742__SolVolShieldStrategy__AVAX_VOL_2026__BTC_USDT,AVAX VolShield ported
20260603_172013,BtcCalendarShieldStrategy,ADA_CAL_2021,BTC/USDT,20210101-20220101,10000.0,11,72.73,280.381,18.522,0.25,0.391,3.752,79.236,28038.07592737,20260603_172013__BtcCalendarShieldStrategy__ADA_CAL_2021__BTC_USDT,ADA Calendar Shield
20260603_172016,BtcCalendarShieldStrategy,ADA_CAL_2022,BTC/USDT,20220101-20230101,10000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20260603_172016__BtcCalendarShieldStrategy__ADA_CAL_2022__BTC_USDT,ADA Calendar Shield
20260603_172020,BtcCalendarShieldStrategy,ADA_CAL_2023,BTC/USDT,20230101-20240101,10000.0,4,50.0,29.304,9.264,0.1,0.542,4.163,16.557,2930.4353783200004,20260603_172020__BtcCalendarShieldStrategy__ADA_CAL_2023__BTC_USDT,ADA Calendar Shield
20260603_172024,BtcCalendarShieldStrategy,ADA_CAL_2024,BTC/USDT,20240101-20250101,10000.0,4,50.0,5.008,25.72,0.007,0.047,1.081,1.016,500.7598712100007,20260603_172024__BtcCalendarShieldStrategy__ADA_CAL_2024__BTC_USDT,ADA Calendar Shield
20260603_172028,BtcCalendarShieldStrategy,ADA_CAL_2025,BTC/USDT,20250101-20260101,10000.0,3,0.0,-44.535,44.535,-0.339,-0.339,0.0,-5.234,-4453.54350627,20260603_172028__BtcCalendarShieldStrategy__ADA_CAL_2025__BTC_USDT,ADA Calendar Shield
20260603_172031,BtcCalendarShieldStrategy,ADA_CAL_2026,BTC/USDT,20260101-20260601,10000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20260603_172031__BtcCalendarShieldStrategy__ADA_CAL_2026__BTC_USDT,ADA Calendar Shield
20260603_182158,CalendarFuturesStrategy,SMOKE,BTC/USDT,20250101-20250201,10000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20260603_182158__CalendarFuturesStrategy__SMOKE__BTC_USDT,futures smoke test
20260603_182220,CalendarFuturesStrategy,BTC_FUT_2021,BTC/USDT,20210101-20220101,10000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20260603_182220__CalendarFuturesStrategy__BTC_FUT_2021__BTC_USDT,BTC Calendar Futures 1x long+short
20260603_182224,CalendarFuturesStrategy,BTC_FUT_2022,BTC/USDT,20220101-20230101,10000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20260603_182224__CalendarFuturesStrategy__BTC_FUT_2022__BTC_USDT,BTC Calendar Futures 1x long+short
20260603_182227,CalendarFuturesStrategy,BTC_FUT_2023,BTC/USDT,20230101-20240101,10000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20260603_182227__CalendarFuturesStrategy__BTC_FUT_2023__BTC_USDT,BTC Calendar Futures 1x long+short
20260603_182231,CalendarFuturesStrategy,BTC_FUT_2024,BTC/USDT,20240101-20250101,10000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20260603_182231__CalendarFuturesStrategy__BTC_FUT_2024__BTC_USDT,BTC Calendar Futures 1x long+short
20260603_182234,CalendarFuturesStrategy,BTC_FUT_2025,BTC/USDT,20250101-20260101,10000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20260603_182234__CalendarFuturesStrategy__BTC_FUT_2025__BTC_USDT,BTC Calendar Futures 1x long+short
20260603_182238,CalendarFuturesStrategy,BTC_FUT_2026,BTC/USDT,20260101-20260601,10000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20260603_182238__CalendarFuturesStrategy__BTC_FUT_2026__BTC_USDT,BTC Calendar Futures 1x long+short
20260603_182241,CalendarFuturesStrategy,ETH_FUT_2021,BTC/USDT,20210101-20220101,10000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20260603_182241__CalendarFuturesStrategy__ETH_FUT_2021__BTC_USDT,ETH Calendar Futures 1x long+short
20260603_182244,CalendarFuturesStrategy,ETH_FUT_2022,BTC/USDT,20220101-20230101,10000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20260603_182244__CalendarFuturesStrategy__ETH_FUT_2022__BTC_USDT,ETH Calendar Futures 1x long+short
20260603_182247,CalendarFuturesStrategy,ETH_FUT_2023,BTC/USDT,20230101-20240101,10000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20260603_182247__CalendarFuturesStrategy__ETH_FUT_2023__BTC_USDT,ETH Calendar Futures 1x long+short
20260603_182251,CalendarFuturesStrategy,ETH_FUT_2024,BTC/USDT,20240101-20250101,10000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20260603_182251__CalendarFuturesStrategy__ETH_FUT_2024__BTC_USDT,ETH Calendar Futures 1x long+short
20260603_182254,CalendarFuturesStrategy,ETH_FUT_2025,BTC/USDT,20250101-20260101,10000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20260603_182254__CalendarFuturesStrategy__ETH_FUT_2025__BTC_USDT,ETH Calendar Futures 1x long+short
